Case ID,Activity,Resource,Start Timestamp,Complete Timestamp,Variant,Variant index,elementId,processId,resourceCost,resourceId
273,Activity J,cross_trained_employee-000002,2025-02-04 17:43:52.830,2025-02-05 09:02:31.365,Variant 10,10,Activity_0k8rmwo,Process_1fs5yg9,229.4105625,QBP_DEFAULT_RESOURCE
273,End,,2025-02-05 09:02:31.365,2025-02-05 09:02:31.365,Variant 10,10,Event_11w9bbq,Process_1fs5yg9,,
296,Start,,2025-02-07 00:37:00.000,2025-02-07 00:37:00.000,Variant 8,8,Event_0frlo4p,Process_1fs5yg9,,
296,Activity A,cross_trained_employee-000006,2025-02-07 00:37:00.000,2025-02-07 00:56:52.137,Variant 8,8,Activity_1b1ad30,Process_1fs5yg9,4.9672375,QBP_DEFAULT_RESOURCE
296,Activity B,cross_trained_employee-000005,2025-02-07 00:56:52.137,2025-02-07 06:20:03.846,Variant 8,8,Activity_0ostlyd,Process_1fs5yg9,80.5487875,QBP_DEFAULT_RESOURCE
296,Activity D,cross_trained_employee-000007,2025-02-07 06:20:03.846,2025-02-07 21:45:42.234,Variant 8,8,Activity_1eot9rf,Process_1fs5yg9,231.40994999999998,QBP_DEFAULT_RESOURCE
296,Activity G,cross_trained_employee-000009,2025-02-07 21:45:42.234,2025-02-08 11:11:35.940,Variant 8,8,Activity_0oz9vlx,Process_1fs5yg9,201.223775,QBP_DEFAULT_RESOURCE
296,Activity J,cross_trained_employee-000008,2025-02-08 11:11:35.940,2025-02-08 11:57:59.241,Variant 8,8,Activity_0k8rmwo,Process_1fs5yg9,11.5970875,QBP_DEFAULT_RESOURCE
296,End,,2025-02-08 11:57:59.241,2025-02-08 11:57:59.241,Variant 8,8,Event_11w9bbq,Process_1fs5yg9,,
24,Start,,2025-01-04 00:03:00.000,2025-01-04 00:03:00.000,Variant 2,2,Event_0frlo4p,Process_1fs5yg9,,
24,Activity A,cross_trained_employee-000007,2025-01-04 00:03:00.000,2025-01-04 05:53:28.378,Variant 2,2,Activity_1b1ad30,Process_1fs5yg9,87.36824166666666,QBP_DEFAULT_RESOURCE
24,Activity C,cross_trained_employee-000009,2025-01-04 05:53:28.378,2025-01-04 06:09:01.844,Variant 2,2,Activity_1swvhdt,Process_1fs5yg9,3.8894416666666665,QBP_DEFAULT_RESOURCE
24,Activity E,cross_trained_employee-000005,2025-01-04 06:09:01.844,2025-01-04 07:25:00.395,Variant 2,2,Activity_0fxu22k,Process_1fs5yg9,18.9939625,QBP_DEFAULT_RESOURCE
24,Activity F,cross_trained_employee-000006,2025-01-04 06:09:01.844,2025-01-04 07:11:31.755,Variant 2,2,Activity_1i0xxsy,Process_1fs5yg9,15.624629166666667,QBP_DEFAULT_RESOURCE
24,Activity I,cross_trained_employee-000009,2025-01-04 07:25:00.395,2025-01-04 08:57:35.305,Variant 2,2,Activity_1kt83un,Process_1fs5yg9,23.14545833333333,QBP_DEFAULT_RESOURCE
24,Activity J,cross_trained_employee-000006,2025-01-04 08:57:35.305,2025-01-04 12:05:00.483,Variant 2,2,Activity_0k8rmwo,Process_1fs5yg9,46.85490833333333,QBP_DEFAULT_RESOURCE
24,End,,2025-01-04 12:05:00.483,2025-01-04 12:05:00.483,Variant 2,2,Event_11w9bbq,Process_1fs5yg9,,
66,Start,,2025-01-09 06:09:00.000,2025-01-09 06:09:00.000,Variant 11,11,Event_0frlo4p,Process_1fs5yg9,,
66,Activity A,cross_trained_employee-000009,2025-01-09 06:09:00.000,2025-01-09 08:28:46.932,Variant 11,11,Activity_1b1ad30,Process_1fs5yg9,34.945550000000004,QBP_DEFAULT_RESOURCE
66,Activity B,cross_trained_employee-000007,2025-01-09 08:28:46.932,2025-01-09 09:23:36.954,Variant 11,11,Activity_0ostlyd,Process_1fs5yg9,13.708425,QBP_DEFAULT_RESOURCE
66,Activity D,cross_trained_employee-000005,2025-01-09 09:23:36.954,2025-01-09 11:38:50.200,Variant 11,11,Activity_1eot9rf,Process_1fs5yg9,33.805191666666666,QBP_DEFAULT_RESOURCE
66,Activity H,cross_trained_employee-000009,2025-01-09 11:38:50.200,2025-01-09 15:55:03.649,Variant 11,11,Activity_1xsbmdj,Process_1fs5yg9,64.0560375,QBP_DEFAULT_RESOURCE
66,Activity J,cross_trained_employee-000003,2025-01-09 15:55:03.649,2025-01-09 18:38:07.937,Variant 11,11,Activity_0k8rmwo,Process_1fs5yg9,40.76786666666667,QBP_DEFAULT_RESOURCE
66,End,,2025-01-09 18:38:07.937,2025-01-09 18:38:07.937,Variant 11,11,Event_11w9bbq,Process_1fs5yg9,,
85,Start,,2025-01-11 15:11:00.000,2025-01-11 15:11:00.000,Variant 8,8,Event_0frlo4p,Process_1fs5yg9,,
85,Activity A,cross_trained_employee-000008,2025-01-11 15:11:00.000,2025-01-11 16:29:46.791,Variant 8,8,Activity_1b1ad30,Process_1fs5yg9,19.694962500000003,QBP_DEFAULT_RESOURCE
85,Activity B,cross_trained_employee-000002,2025-01-11 16:29:46.791,2025-01-12 01:18:43.217,Variant 8,8,Activity_0ostlyd,Process_1fs5yg9,131.98510833333333,QBP_DEFAULT_RESOURCE
85,Activity D,cross_trained_employee-000007,2025-01-12 01:18:43.217,2025-01-12 02:40:50.141,Variant 8,8,Activity_1eot9rf,Process_1fs5yg9,20.52885,QBP_DEFAULT_RESOURCE
85,Activity G,cross_trained_employee-000010,2025-01-12 02:40:50.141,2025-01-12 05:59:50.848,Variant 8,8,Activity_0oz9vlx,Process_1fs5yg9,49.752945833333335,QBP_DEFAULT_RESOURCE
85,Activity J,cross_trained_employee-000003,2025-01-12 05:59:50.848,2025-01-12 08:38:33.527,Variant 8,8,Activity_0k8rmwo,Process_1fs5yg9,39.67782916666667,QBP_DEFAULT_RESOURCE
85,End,,2025-01-12 08:38:33.527,2025-01-12 08:38:33.527,Variant 8,8,Event_11w9bbq,Process_1fs5yg9,,
43,Start,,2025-01-06 09:06:00.000,2025-01-06 09:06:00.000,Variant 2,2,Event_0frlo4p,Process_1fs5yg9,,
43,Activity A,cross_trained_employee-000007,2025-01-06 09:06:00.000,2025-01-06 09:35:35.549,Variant 2,2,Activity_1b1ad30,Process_1fs5yg9,7.3981208333333335,QBP_DEFAULT_RESOURCE
43,Activity C,cross_trained_employee-000008,2025-01-06 09:35:35.549,2025-01-06 13:38:22.613,Variant 2,2,Activity_1swvhdt,Process_1fs5yg9,60.6961,QBP_DEFAULT_RESOURCE
43,Activity E,cross_trained_employee-000001,2025-01-06 13:38:22.613,2025-01-06 14:30:00.204,Variant 2,2,Activity_0fxu22k,Process_1fs5yg9,12.906629166666667,QBP_DEFAULT_RESOURCE
43,Activity F,cross_trained_employee-000003,2025-01-06 13:38:22.613,2025-01-06 14:14:03.242,Variant 2,2,Activity_1i0xxsy,Process_1fs5yg9,8.9192875,QBP_DEFAULT_RESOURCE
43,Activity I,cross_trained_employee-000008,2025-01-06 14:30:00.204,2025-01-06 14:59:32.216,Variant 2,2,Activity_1kt83un,Process_1fs5yg9,7.383383333333334,QBP_DEFAULT_RESOURCE
43,Activity J,cross_trained_employee-000003,2025-01-06 14:59:32.216,2025-01-06 19:40:36.288,Variant 2,2,Activity_0k8rmwo,Process_1fs5yg9,70.26696666666668,QBP_DEFAULT_RESOURCE
43,End,,2025-01-06 19:40:36.288,2025-01-06 19:40:36.288,Variant 2,2,Event_11w9bbq,Process_1fs5yg9,,
271,Start,,2025-02-03 21:34:00.000,2025-02-03 21:34:00.000,Variant 3,3,Event_0frlo4p,Process_1fs5yg9,,
271,Activity A,cross_trained_employee-000001,2025-02-03 21:34:00.000,2025-02-03 22:57:09.643,Variant 3,3,Activity_1b1ad30,Process_1fs5yg9,20.790179166666668,QBP_DEFAULT_RESOURCE
271,Activity B,cross_trained_employee-000004,2025-02-03 22:57:09.643,2025-02-04 00:22:42.971,Variant 3,3,Activity_0ostlyd,Process_1fs5yg9,21.38886666666667,QBP_DEFAULT_RESOURCE
271,Activity C,cross_trained_employee-000003,2025-02-04 00:22:42.971,2025-02-04 04:42:29.366,Variant 3,3,Activity_1swvhdt,Process_1fs5yg9,64.6933125,QBP_DEFAULT_RESOURCE
271,Activity E,cross_trained_employee-000004,2025-02-04 04:42:29.366,2025-02-04 09:49:49.709,Variant 3,3,Activity_0fxu22k,Process_1fs5yg9,76.83476250000001,QBP_DEFAULT_RESOURCE
271,Activity F,cross_trained_employee-000002,2025-02-04 04:42:29.366,2025-02-04 07:21:41.422,Variant 3,3,Activity_1i0xxsy,Process_1fs5yg9,39.80023333333333,QBP_DEFAULT_RESOURCE
271,Activity I,cross_trained_employee-000005,2025-02-04 09:49:49.709,2025-02-04 11:24:09.046,Variant 3,3,Activity_1kt83un,Process_1fs5yg9,23.580570833333336,QBP_DEFAULT_RESOURCE
271,Activity J,cross_trained_employee-000004,2025-02-04 11:24:09.046,2025-02-04 11:37:56.448,Variant 3,3,Activity_0k8rmwo,Process_1fs5yg9,3.4475083333333334,QBP_DEFAULT_RESOURCE
271,End,,2025-02-04 11:37:56.448,2025-02-04 11:37:56.448,Variant 3,3,Event_11w9bbq,Process_1fs5yg9,,
685,Start,,2025-03-27 16:26:00.000,2025-03-27 16:26:00.000,Variant 10,10,Event_0frlo4p,Process_1fs5yg9,,
685,Activity A,cross_trained_employee-000008,2025-03-27 16:26:00.000,2025-03-27 20:42:48.557,Variant 10,10,Activity_1b1ad30,Process_1fs5yg9,64.20232083333333,QBP_DEFAULT_RESOURCE
685,Activity B,cross_trained_employee-000009,2025-03-27 20:42:48.557,2025-03-27 21:19:06.854,Variant 10,10,Activity_0ostlyd,Process_1fs5yg9,9.076237500000001,QBP_DEFAULT_RESOURCE
685,Activity D,cross_trained_employee-000005,2025-03-27 21:19:06.854,2025-03-27 22:59:07.261,Variant 10,10,Activity_1eot9rf,Process_1fs5yg9,25.001695833333333,QBP_DEFAULT_RESOURCE
685,Activity H,cross_trained_employee-000002,2025-03-27 22:59:07.261,2025-03-27 23:51:26.651,Variant 10,10,Activity_1xsbmdj,Process_1fs5yg9,13.080791666666666,QBP_DEFAULT_RESOURCE
685,Activity I,cross_trained_employee-000001,2025-03-27 23:51:26.651,2025-03-28 00:06:40.899,Variant 10,10,Activity_1kt83un,Process_1fs5yg9,3.809366666666667,QBP_DEFAULT_RESOURCE
685,Activity J,cross_trained_employee-000006,2025-03-28 00:06:40.899,2025-03-28 00:27:24.544,Variant 10,10,Activity_0k8rmwo,Process_1fs5yg9,5.181854166666667,QBP_DEFAULT_RESOURCE
685,End,,2025-03-28 00:27:24.544,2025-03-28 00:27:24.544,Variant 10,10,Event_11w9bbq,Process_1fs5yg9,,
135,Start,,2025-01-17 21:17:00.000,2025-01-17 21:17:00.000,Variant 3,3,Event_0frlo4p,Process_1fs5yg9,,
135,Activity A,cross_trained_employee-000003,2025-01-17 21:17:00.000,2025-01-18 01:47:37.271,Variant 3,3,Activity_1b1ad30,Process_1fs5yg9,67.40529583333334,QBP_DEFAULT_RESOURCE
135,Activity B,cross_trained_employee-000009,2025-01-18 01:47:37.271,2025-01-18 03:01:44.988,Variant 3,3,Activity_0ostlyd,Process_1fs5yg9,18.532154166666665,QBP_DEFAULT_RESOURCE
135,Activity C,cross_trained_employee-000002,2025-01-18 03:01:44.988,2025-01-18 08:14:15.202,Variant 3,3,Activity_1swvhdt,Process_1fs5yg9,78.12589166666667,QBP_DEFAULT_RESOURCE
135,Activity E,cross_trained_employee-000008,2025-01-18 08:14:15.202,2025-01-18 09:56:50.361,Variant 3,3,Activity_0fxu22k,Process_1fs5yg9,25.646495833333333,QBP_DEFAULT_RESOURCE
135,Activity F,cross_trained_employee-000010,2025-01-18 08:14:15.202,2025-01-18 10:51:36.195,Variant 3,3,Activity_1i0xxsy,Process_1fs5yg9,39.33747083333334,QBP_DEFAULT_RESOURCE
135,Activity I,cross_trained_employee-000001,2025-01-18 10:51:36.195,2025-01-18 10:56:49.481,Variant 3,3,Activity_1kt83un,Process_1fs5yg9,1.3053583333333334,QBP_DEFAULT_RESOURCE
135,Activity J,cross_trained_employee-000004,2025-01-18 10:56:49.481,2025-01-18 11:44:47.446,Variant 3,3,Activity_0k8rmwo,Process_1fs5yg9,11.991520833333334,QBP_DEFAULT_RESOURCE
135,End,,2025-01-18 11:44:47.446,2025-01-18 11:44:47.446,Variant 3,3,Event_11w9bbq,Process_1fs5yg9,,
716,Start,,2025-03-31 14:30:00.000,2025-03-31 14:30:00.000,Variant 2,2,Event_0frlo4p,Process_1fs5yg9,,
716,Activity A,cross_trained_employee-000008,2025-03-31 14:30:00.000,2025-03-31 17:57:47.151,Variant 2,2,Activity_1b1ad30,Process_1fs5yg9,51.946462499999996,QBP_DEFAULT_RESOURCE
716,Activity C,cross_trained_employee-000010,2025-03-31 17:57:47.151,2025-03-31 20:58:10.462,Variant 2,2,Activity_1swvhdt,Process_1fs5yg9,45.09712916666667,QBP_DEFAULT_RESOURCE
716,Activity E,cross_trained_employee-000003,2025-03-31 20:58:10.462,2025-03-31 22:51:05.447,Variant 2,2,Activity_0fxu22k,Process_1fs5yg9,28.229104166666666,QBP_DEFAULT_RESOURCE
716,Activity F,cross_trained_employee-000007,2025-03-31 20:58:10.462,2025-03-31 22:01:50.248,Variant 2,2,Activity_1i0xxsy,Process_1fs5yg9,15.915775,QBP_DEFAULT_RESOURCE
716,Activity I,cross_trained_employee-000006,2025-03-31 22:51:05.447,2025-03-31 23:42:11.634,Variant 2,2,Activity_1kt83un,Process_1fs5yg9,12.775779166666666,QBP_DEFAULT_RESOURCE
716,Activity J,cross_trained_employee-000009,2025-03-31 23:42:11.634,2025-04-01 01:44:39.061,Variant 2,2,Activity_0k8rmwo,Process_1fs5yg9,30.614279166666666,QBP_DEFAULT_RESOURCE
716,End,,2025-04-01 01:44:39.061,2025-04-01 01:44:39.061,Variant 2,2,Event_11w9bbq,Process_1fs5yg9,,
566,Start,,2025-03-12 19:11:00.000,2025-03-12 19:11:00.000,Variant 9,9,Event_0frlo4p,Process_1fs5yg9,,
566,Activity A,cross_trained_employee-000005,2025-03-12 19:11:00.000,2025-03-13 00:40:27.696,Variant 9,9,Activity_1b1ad30,Process_1fs5yg9,82.3654,QBP_DEFAULT_RESOURCE
566,Activity D,cross_trained_employee-000008,2025-03-13 00:40:27.696,2025-03-13 02:01:46.204,Variant 9,9,Activity_1eot9rf,Process_1fs5yg9,20.077116666666665,QBP_DEFAULT_RESOURCE
566,Activity H,cross_trained_employee-000009,2025-03-13 02:01:46.204,2025-03-13 05:58:54.747,Variant 9,9,Activity_1xsbmdj,Process_1fs5yg9,59.28559583333333,QBP_DEFAULT_RESOURCE
566,Activity J,cross_trained_employee-000008,2025-03-13 05:58:54.747,2025-03-13 07:15:42.889,Variant 9,9,Activity_0k8rmwo,Process_1fs5yg9,19.200591666666668,QBP_DEFAULT_RESOURCE
566,End,,2025-03-13 07:15:42.889,2025-03-13 07:15:42.889,Variant 9,9,Event_11w9bbq,Process_1fs5yg9,,
217,Start,,2025-01-28 03:28:00.000,2025-01-28 03:28:00.000,Variant 11,11,Event_0frlo4p,Process_1fs5yg9,,
217,Activity A,cross_trained_employee-000008,2025-01-28 03:28:00.000,2025-01-28 07:44:34.098,Variant 11,11,Activity_1b1ad30,Process_1fs5yg9,64.142075,QBP_DEFAULT_RESOURCE
217,Activity B,cross_trained_employee-000004,2025-01-28 07:44:34.098,2025-01-28 08:52:26.625,Variant 11,11,Activity_0ostlyd,Process_1fs5yg9,16.9688625,QBP_DEFAULT_RESOURCE
217,Activity D,cross_trained_employee-000007,2025-01-28 08:52:26.625,2025-01-28 10:57:07.274,Variant 11,11,Activity_1eot9rf,Process_1fs5yg9,31.169370833333332,QBP_DEFAULT_RESOURCE
217,Activity H,cross_trained_employee-000008,2025-01-28 10:57:07.274,2025-01-28 15:13:56.520,Variant 11,11,Activity_1xsbmdj,Process_1fs5yg9,64.20519166666666,QBP_DEFAULT_RESOURCE
217,Activity J,cross_trained_employee-000010,2025-01-28 15:13:56.520,2025-01-29 03:34:02.539,Variant 11,11,Activity_0k8rmwo,Process_1fs5yg9,184.77507916666667,QBP_DEFAULT_RESOURCE
217,End,,2025-01-29 03:34:02.539,2025-01-29 03:34:02.539,Variant 11,11,Event_11w9bbq,Process_1fs5yg9,,
561,Start,,2025-03-12 04:11:00.000,2025-03-12 04:11:00.000,Variant 9,9,Event_0frlo4p,Process_1fs5yg9,,
561,Activity A,cross_trained_employee-000008,2025-03-12 04:11:00.000,2025-03-12 06:20:24.898,Variant 9,9,Activity_1b1ad30,Process_1fs5yg9,32.353741666666664,QBP_DEFAULT_RESOURCE
561,Activity D,cross_trained_employee-000001,2025-03-12 06:20:24.898,2025-03-12 07:09:10.585,Variant 9,9,Activity_1eot9rf,Process_1fs5yg9,12.1903625,QBP_DEFAULT_RESOURCE
561,Activity H,cross_trained_employee-000005,2025-03-12 07:09:10.585,2025-03-12 08:06:44.202,Variant 9,9,Activity_1xsbmdj,Process_1fs5yg9,14.390070833333334,QBP_DEFAULT_RESOURCE
561,Activity J,cross_trained_employee-000004,2025-03-12 08:06:44.202,2025-03-12 08:16:45.208,Variant 9,9,Activity_0k8rmwo,Process_1fs5yg9,2.504191666666667,QBP_DEFAULT_RESOURCE
561,End,,2025-03-12 08:16:45.208,2025-03-12 08:16:45.208,Variant 9,9,Event_11w9bbq,Process_1fs5yg9,,
333,Start,,2025-02-11 15:42:00.000,2025-02-11 15:42:00.000,Variant 3,3,Event_0frlo4p,Process_1fs5yg9,,
333,Activity A,cross_trained_employee-000002,2025-02-11 15:42:00.000,2025-02-12 01:03:40.068,Variant 3,3,Activity_1b1ad30,Process_1fs5yg9,140.16695,QBP_DEFAULT_RESOURCE
333,Activity B,cross_trained_employee-000004,2025-02-12 01:03:40.068,2025-02-12 01:23:28.557,Variant 3,3,Activity_0ostlyd,Process_1fs5yg9,4.952037499999999,QBP_DEFAULT_RESOURCE
333,Activity C,cross_trained_employee-000010,2025-02-12 01:23:28.557,2025-02-12 02:21:35.482,Variant 3,3,Activity_1swvhdt,Process_1fs5yg9,14.528854166666667,QBP_DEFAULT_RESOURCE
333,Activity E,cross_trained_employee-000002,2025-02-12 02:21:35.482,2025-02-12 03:32:51.564,Variant 3,3,Activity_0fxu22k,Process_1fs5yg9,17.817008333333334,QBP_DEFAULT_RESOURCE
333,Activity F,cross_trained_employee-000004,2025-02-12 02:21:35.482,2025-02-12 02:55:24.569,Variant 3,3,Activity_1i0xxsy,Process_1fs5yg9,8.454529166666667,QBP_DEFAULT_RESOURCE
333,Activity I,cross_trained_employee-000006,2025-02-12 03:32:51.564,2025-02-12 06:08:07.896,Variant 3,3,Activity_1kt83un,Process_1fs5yg9,38.81805,QBP_DEFAULT_RESOURCE
333,Activity J,cross_trained_employee-000004,2025-02-12 06:08:07.896,2025-02-12 13:02:34.827,Variant 3,3,Activity_0k8rmwo,Process_1fs5yg9,103.61221250000001,QBP_DEFAULT_RESOURCE
333,End,,2025-02-12 13:02:34.827,2025-02-12 13:02:34.827,Variant 3,3,Event_11w9bbq,Process_1fs5yg9,,
183,Start,,2025-01-23 21:23:00.000,2025-01-23 21:23:00.000,Variant 12,12,Event_0frlo4p,Process_1fs5yg9,,
183,Activity A,cross_trained_employee-000007,2025-01-23 21:23:00.000,2025-01-24 00:39:20.713,Variant 12,12,Activity_1b1ad30,Process_1fs5yg9,49.08630416666667,QBP_DEFAULT_RESOURCE
183,Activity D,cross_trained_employee-000003,2025-01-24 00:39:20.713,2025-01-24 01:03:49.594,Variant 12,12,Activity_1eot9rf,Process_1fs5yg9,5.8703375,QBP_DEFAULT_RESOURCE
183,Activity G,cross_trained_employee-000005,2025-01-24 01:03:49.594,2025-01-24 01:37:17.933,Variant 12,12,Activity_0oz9vlx,Process_1fs5yg9,8.368079166666666,QBP_DEFAULT_RESOURCE
183,Activity J,cross_trained_employee-000010,2025-01-24 01:37:17.933,2025-01-24 04:59:23.893,Variant 12,12,Activity_0k8rmwo,Process_1fs5yg9,50.52483333333333,QBP_DEFAULT_RESOURCE
183,End,,2025-01-24 04:59:23.893,2025-01-24 04:59:23.893,Variant 12,12,Event_11w9bbq,Process_1fs5yg9,,
212,Start,,2025-01-27 12:27:00.000,2025-01-27 12:27:00.000,Variant 11,11,Event_0frlo4p,Process_1fs5yg9,,
212,Activity A,cross_trained_employee-000010,2025-01-27 12:27:00.000,2025-01-27 20:54:45.735,Variant 11,11,Activity_1b1ad30,Process_1fs5yg9,126.94056250000001,QBP_DEFAULT_RESOURCE
212,Activity B,cross_trained_employee-000009,2025-01-27 20:54:45.735,2025-01-28 04:17:10.885,Variant 11,11,Activity_0ostlyd,Process_1fs5yg9,110.35479166666667,QBP_DEFAULT_RESOURCE
212,Activity D,cross_trained_employee-000003,2025-01-28 04:17:10.885,2025-01-28 05:55:36.585,Variant 11,11,Activity_1eot9rf,Process_1fs5yg9,24.607083333333332,QBP_DEFAULT_RESOURCE
212,Activity H,cross_trained_employee-000001,2025-01-28 05:55:36.585,2025-01-28 10:35:13.134,Variant 11,11,Activity_1xsbmdj,Process_1fs5yg9,69.9022875,QBP_DEFAULT_RESOURCE
212,Activity J,cross_trained_employee-000002,2025-01-28 10:35:13.134,2025-01-28 16:44:56.254,Variant 11,11,Activity_0k8rmwo,Process_1fs5yg9,92.42966666666666,QBP_DEFAULT_RESOURCE
212,End,,2025-01-28 16:44:56.254,2025-01-28 16:44:56.254,Variant 11,11,Event_11w9bbq,Process_1fs5yg9,,
448,Start,,2025-02-26 00:56:00.000,2025-02-26 00:56:00.000,Variant 8,8,Event_0frlo4p,Process_1fs5yg9,,
448,Activity A,cross_trained_employee-000010,2025-02-26 00:56:00.000,2025-02-26 02:03:27.750,Variant 8,8,Activity_1b1ad30,Process_1fs5yg9,16.615625,QBP_DEFAULT_RESOURCE
448,Activity B,cross_trained_employee-000002,2025-02-26 02:03:27.750,2025-02-26 02:34:45.830,Variant 8,8,Activity_0ostlyd,Process_1fs5yg9,7.825333333333332,QBP_DEFAULT_RESOURCE
448,Activity D,cross_trained_employee-000010,2025-02-26 02:34:45.830,2025-02-26 07:00:52.951,Variant 8,8,Activity_1eot9rf,Process_1fs5yg9,66.52967083333333,QBP_DEFAULT_RESOURCE
448,Activity G,cross_trained_employee-000005,2025-02-26 07:00:52.951,2025-02-26 07:54:40.417,Variant 8,8,Activity_0oz9vlx,Process_1fs5yg9,13.447775,QBP_DEFAULT_RESOURCE
448,Activity J,cross_trained_employee-000002,2025-02-26 07:54:40.417,2025-02-26 11:35:01.857,Variant 8,8,Activity_0k8rmwo,Process_1fs5yg9,55.089333333333336,QBP_DEFAULT_RESOURCE
448,End,,2025-02-26 11:35:01.857,2025-02-26 11:35:01.857,Variant 8,8,Event_11w9bbq,Process_1fs5yg9,,
944,Start,,2025-04-29 02:59:00.000,2025-04-29 02:59:00.000,Variant 1,1,Event_0frlo4p,Process_1fs5yg9,,
944,Activity A,cross_trained_employee-000010,2025-04-29 02:59:00.000,2025-04-29 06:13:35.853,Variant 1,1,Activity_1b1ad30,Process_1fs5yg9,48.649387499999996,QBP_DEFAULT_RESOURCE
944,Activity B,cross_trained_employee-000005,2025-04-29 06:13:35.853,2025-04-29 09:59:03.127,Variant 1,1,Activity_0ostlyd,Process_1fs5yg9,56.363641666666666,QBP_DEFAULT_RESOURCE
944,Activity C,cross_trained_employee-000001,2025-04-29 09:59:03.127,2025-04-29 12:42:34.834,Variant 1,1,Activity_1swvhdt,Process_1fs5yg9,40.882112500000005,QBP_DEFAULT_RESOURCE
944,Activity E,cross_trained_employee-000008,2025-04-29 12:42:34.834,2025-04-29 13:31:47.336,Variant 1,1,Activity_0fxu22k,Process_1fs5yg9,12.302091666666666,QBP_DEFAULT_RESOURCE
944,Activity F,cross_trained_employee-000002,2025-04-29 12:42:34.834,2025-04-29 13:54:59.933,Variant 1,1,Activity_1i0xxsy,Process_1fs5yg9,18.104579166666667,QBP_DEFAULT_RESOURCE
944,Activity J,cross_trained_employee-000005,2025-04-29 13:54:59.933,2025-04-29 15:54:31.945,Variant 1,1,Activity_0k8rmwo,Process_1fs5yg9,29.88338333333333,QBP_DEFAULT_RESOURCE
944,End,,2025-04-29 15:54:31.945,2025-04-29 15:54:31.945,Variant 1,1,Event_11w9bbq,Process_1fs5yg9,,
947,Start,,2025-04-29 11:59:00.000,2025-04-29 11:59:00.000,Variant 6,6,Event_0frlo4p,Process_1fs5yg9,,
947,Activity A,cross_trained_employee-000010,2025-04-29 11:59:00.000,2025-04-29 14:02:40.339,Variant 6,6,Activity_1b1ad30,Process_1fs5yg9,30.918079166666665,QBP_DEFAULT_RESOURCE
947,Activity B,cross_trained_employee-000001,2025-04-29 14:02:40.339,2025-04-29 14:09:54.278,Variant 6,6,Activity_0ostlyd,Process_1fs5yg9,1.8080791666666667,QBP_DEFAULT_RESOURCE
947,Activity D,cross_trained_employee-000003,2025-04-29 14:09:54.278,2025-04-29 14:29:41.772,Variant 6,6,Activity_1eot9rf,Process_1fs5yg9,4.947891666666667,QBP_DEFAULT_RESOURCE
947,Activity G,cross_trained_employee-000006,2025-04-29 14:29:41.772,2025-04-29 22:13:24.576,Variant 6,6,Activity_0oz9vlx,Process_1fs5yg9,115.92835,QBP_DEFAULT_RESOURCE
947,Activity I,cross_trained_employee-000001,2025-04-29 22:13:24.576,2025-04-30 01:31:13.548,Variant 6,6,Activity_1kt83un,Process_1fs5yg9,49.454049999999995,QBP_DEFAULT_RESOURCE
947,Activity J,cross_trained_employee-000006,2025-04-30 01:31:13.548,2025-04-30 03:16:06.786,Variant 6,6,Activity_0k8rmwo,Process_1fs5yg9,25.971825000000003,QBP_DEFAULT_RESOURCE
947,End,,2025-04-30 03:16:06.786,2025-04-30 03:16:06.786,Variant 6,6,Event_11w9bbq,Process_1fs5yg9,,
29,Start,,2025-01-04 15:04:00.000,2025-01-04 15:04:00.000,Variant 2,2,Event_0frlo4p,Process_1fs5yg9,,
29,Activity A,cross_trained_employee-000001,2025-01-04 15:04:00.000,2025-01-04 15:38:08.665,Variant 2,2,Activity_1b1ad30,Process_1fs5yg9,8.536104166666666,QBP_DEFAULT_RESOURCE
29,Activity C,cross_trained_employee-000010,2025-01-04 15:38:08.665,2025-01-04 16:52:53.967,Variant 2,2,Activity_1swvhdt,Process_1fs5yg9,18.688758333333332,QBP_DEFAULT_RESOURCE
29,Activity E,cross_trained_employee-000001,2025-01-04 16:52:53.967,2025-01-04 16:58:54.584,Variant 2,2,Activity_0fxu22k,Process_1fs5yg9,1.5025708333333334,QBP_DEFAULT_RESOURCE
29,Activity F,cross_trained_employee-000008,2025-01-04 16:52:53.967,2025-01-04 19:09:34.638,Variant 2,2,Activity_1i0xxsy,Process_1fs5yg9,34.1694625,QBP_DEFAULT_RESOURCE
29,Activity I,cross_trained_employee-000001,2025-01-04 19:09:34.638,2025-01-05 02:49:42.206,Variant 2,2,Activity_1kt83un,Process_1fs5yg9,114.78153333333334,QBP_DEFAULT_RESOURCE
29,Activity J,cross_trained_employee-000006,2025-01-05 02:49:42.206,2025-01-05 05:09:37.818,Variant 2,2,Activity_0k8rmwo,Process_1fs5yg9,34.981716666666664,QBP_DEFAULT_RESOURCE
29,End,,2025-01-05 05:09:37.818,2025-01-05 05:09:37.818,Variant 2,2,Event_11w9bbq,Process_1fs5yg9,,
797,Start,,2025-04-10 17:40:00.000,2025-04-10 17:40:00.000,Variant 2,2,Event_0frlo4p,Process_1fs5yg9,,
797,Activity A,cross_trained_employee-000003,2025-04-10 17:40:00.000,2025-04-10 22:27:34.176,Variant 2,2,Activity_1b1ad30,Process_1fs5yg9,71.8924,QBP_DEFAULT_RESOURCE
